,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
3961,2,0.475,0.175,0.037,0.106,0.333,0.285,0.002
3962,2,0.552,0.144,0.042,0.128,0.333,0.259,0.003
3963,2,0.551,0.149,0.043,0.149,0.333,0.243,0.003
3964,2,0.527,0.166,0.047,0.17,0.333,0.249,0.003
3965,2,0.506,0.213,0.049,0.191,0.333,0.27,0.003
3966,2,0.483,0.301,0.061,0.213,0.333,0.333,0.004
3967,2,0.443,0.4,0.086,0.234,0.333,0.416,0.006
3968,2,0.303,0.404,0.086,0.255,0.333,0.538,0.006
3969,1,0.272,0.48,0.096,0.277,0.333,0.616,0.007
3970,2,0.305,0.485,0.053,0.298,0.333,0.563,0.004
3971,2,0.275,0.501,0.055,0.319,0.333,0.562,0.004
3972,1,0.352,0.544,0.089,0.34,0.333,0.564,0.006
3973,2,0.352,0.562,0.086,0.362,0.333,0.559,0.006
3974,2,0.345,0.558,0.086,0.383,0.333,0.562,0.006
3975,1,0.338,0.547,0.085,0.404,0.333,0.57,0.006
3976,1,0.304,0.541,0.088,0.426,0.333,0.573,0.006
3977,1,0.344,0.541,0.088,0.447,0.333,0.582,0.006
3978,1,0.325,0.534,0.086,0.468,0.333,0.58,0.006
3979,1,0.291,0.535,0.093,0.489,0.333,0.577,0.006
3980,1,0.3,0.533,0.094,0.511,0.333,0.589,0.006
3981,1,0.307,0.533,0.093,0.532,0.333,0.59,0.006
3982,1,0.289,0.528,0.093,0.553,0.333,0.599,0.006
3983,1,0.293,0.516,0.085,0.574,0.333,0.598,0.006
3984,1,0.304,0.51,0.087,0.596,0.333,0.589,0.006
3985,1,0.288,0.513,0.097,0.617,0.333,0.586,0.007
3986,1,0.321,0.516,0.089,0.638,0.333,0.59,0.006
3987,1,0.293,0.514,0.094,0.66,0.333,0.593,0.006
3988,1,0.296,0.506,0.085,0.681,0.333,0.585,0.006
3989,1,0.286,0.504,0.081,0.702,0.333,0.568,0.006
3990,2,0.271,0.465,0.054,0.723,0.333,0.521,0.004
3991,2,0.312,0.464,0.051,0.745,0.333,0.465,0.003
3992,2,0.383,0.448,0.044,0.766,0.333,0.427,0.003
3993,2,0.366,0.441,0.045,0.787,0.333,0.404,0.003
3994,2,0.365,0.458,0.045,0.809,0.333,0.406,0.003
3995,2,0.31,0.447,0.048,0.83,0.333,0.435,0.003
3996,2,0.338,0.413,0.044,0.851,0.333,0.433,0.003
3997,2,0.381,0.379,0.043,0.872,0.333,0.396,0.003
3998,2,0.429,0.402,0.053,0.894,0.333,0.366,0.004
3999,2,0.481,0.406,0.049,0.915,0.333,0.317,0.003
4000,2,0.479,0.45,0.064,0.936,0.333,0.289,0.004
4001,2,0.459,0.463,0.055,0.957,0.333,0.291,0.004
4002,1,0.386,0.458,0.096,0.979,0.333,0.417,0.007
4003,1,0.444,0.442,0.089,1.0,0.333,0.426,0.006
4004,2,0.38,0.408,0.068,0.0,0.5,0.396,0.005
4005,2,0.363,0.348,0.055,0.021,0.5,0.353,0.004
4006,2,0.337,0.298,0.067,0.043,0.5,0.404,0.005
4007,2,0.374,0.248,0.054,0.064,0.5,0.379,0.004
4008,2,0.429,0.201,0.049,0.085,0.5,0.332,0.003
4009,2,0.498,0.18,0.044,0.106,0.5,0.283,0.003
4010,2,0.506,0.17,0.043,0.128,0.5,0.26,0.003
4011,2,0.573,0.171,0.043,0.149,0.5,0.237,0.003
4012,2,0.568,0.195,0.044,0.17,0.5,0.24,0.003
4013,2,0.503,0.231,0.048,0.191,0.5,0.259,0.003
4014,1,0.463,0.32,0.072,0.213,0.5,0.327,0.005
4015,1,0.377,0.411,0.094,0.234,0.5,0.41,0.007
4016,1,0.329,0.436,0.086,0.255,0.5,0.525,0.006
4017,1,0.282,0.484,0.124,0.277,0.5,0.62,0.009
4018,2,0.365,0.496,0.068,0.298,0.5,0.563,0.005
4019,2,0.326,0.507,0.07,0.319,0.5,0.548,0.005
4020,1,0.379,0.556,0.13,0.34,0.5,0.565,0.009
4021,1,0.348,0.571,0.119,0.362,0.5,0.566,0.008
4022,1,0.351,0.565,0.098,0.383,0.5,0.568,0.007
4023,1,0.289,0.549,0.085,0.404,0.5,0.571,0.006
4024,1,0.315,0.547,0.09,0.426,0.5,0.581,0.006
4025,1,0.268,0.539,0.086,0.447,0.5,0.583,0.006
4026,1,0.29,0.535,0.085,0.468,0.5,0.587,0.006
4027,1,0.239,0.531,0.094,0.489,0.5,0.588,0.006
4028,1,0.256,0.534,0.104,0.511,0.5,0.606,0.007
4029,1,0.25,0.53,0.088,0.532,0.5,0.618,0.006
4030,1,0.202,0.523,0.094,0.553,0.5,0.618,0.006
4031,1,0.2,0.519,0.111,0.574,0.5,0.617,0.008
4032,1,0.189,0.512,0.104,0.596,0.5,0.613,0.007
4033,1,0.204,0.513,0.092,0.617,0.5,0.603,0.006
4034,1,0.237,0.515,0.107,0.638,0.5,0.613,0.007
4035,1,0.244,0.514,0.084,0.66,0.5,0.609,0.006
4036,1,0.284,0.505,0.091,0.681,0.5,0.601,0.006
4037,1,0.315,0.507,0.083,0.702,0.5,0.584,0.006
4038,2,0.392,0.482,0.051,0.723,0.5,0.535,0.004
4039,2,0.388,0.462,0.056,0.745,0.5,0.493,0.004
4040,2,0.343,0.443,0.052,0.766,0.5,0.441,0.004
4041,2,0.367,0.445,0.044,0.787,0.5,0.419,0.003
4042,2,0.35,0.456,0.047,0.809,0.5,0.414,0.003
4043,2,0.329,0.451,0.051,0.83,0.5,0.448,0.003
4044,2,0.308,0.42,0.045,0.851,0.5,0.441,0.003
4045,2,0.371,0.391,0.043,0.872,0.5,0.416,0.003
4046,2,0.461,0.42,0.067,0.894,0.5,0.37,0.004
4047,2,0.474,0.427,0.048,0.915,0.5,0.34,0.003
4048,2,0.511,0.454,0.068,0.936,0.5,0.316,0.005
4049,2,0.512,0.431,0.072,0.957,0.5,0.313,0.005
4050,1,0.431,0.411,0.094,0.979,0.5,0.432,0.006
4051,1,0.411,0.39,0.084,1.0,0.5,0.437,0.006
4052,2,0.39,0.416,0.064,0.0,0.667,0.4,0.004
4053,2,0.389,0.359,0.063,0.021,0.667,0.362,0.004
4054,2,0.352,0.304,0.069,0.043,0.667,0.419,0.005
4055,2,0.392,0.255,0.067,0.064,0.667,0.379,0.005
4056,2,0.441,0.213,0.045,0.085,0.667,0.334,0.003
4057,2,0.514,0.185,0.043,0.106,0.667,0.281,0.003
4058,2,0.56,0.175,0.043,0.128,0.667,0.252,0.003
4059,2,0.579,0.177,0.043,0.149,0.667,0.239,0.003
4060,2,0.599,0.203,0.044,0.17,0.667,0.249,0.003
4061,2,0.547,0.242,0.05,0.191,0.667,0.266,0.003
4062,1,0.465,0.328,0.078,0.213,0.667,0.333,0.005
4063,1,0.389,0.418,0.092,0.234,0.667,0.416,0.006
4064,2,0.266,0.432,0.07,0.255,0.667,0.532,0.005
4065,1,0.239,0.484,0.101,0.277,0.667,0.62,0.007
4066,2,0.271,0.497,0.05,0.298,0.667,0.575,0.003
4067,2,0.235,0.5,0.058,0.319,0.667,0.576,0.004
4068,1,0.364,0.543,0.116,0.34,0.667,0.593,0.008
4069,1,0.319,0.56,0.096,0.362,0.667,0.619,0.006
4070,1,0.323,0.551,0.084,0.383,0.667,0.625,0.006
4071,1,0.285,0.54,0.081,0.404,0.667,0.632,0.006
4072,1,0.287,0.538,0.079,0.426,0.667,0.636,0.005
4073,1,0.291,0.535,0.074,0.447,0.667,0.655,0.005
4074,2,0.286,0.524,0.067,0.468,0.667,0.643,0.005
4075,1,0.26,0.513,0.08,0.489,0.667,0.65,0.006
4076,1,0.261,0.514,0.101,0.511,0.667,0.656,0.007
4077,1,0.29,0.514,0.106,0.532,0.667,0.684,0.007
4078,1,0.245,0.507,0.102,0.553,0.667,0.695,0.007
4079,1,0.246,0.507,0.103,0.574,0.667,0.697,0.007
4080,1,0.27,0.511,0.106,0.596,0.667,0.69,0.007
4081,1,0.235,0.514,0.088,0.617,0.667,0.699,0.007
4082,1,0.235,0.512,0.089,0.638,0.667,0.701,0.009
4083,1,0.218,0.513,0.135,0.66,0.667,0.707,0.009
4084,1,0.166,0.501,0.11,0.681,0.667,0.705,0.008
4085,1,0.177,0.503,0.108,0.702,0.667,0.69,0.008
4086,1,0.211,0.482,0.079,0.723,0.667,0.637,0.005
4087,2,0.292,0.463,0.057,0.745,0.667,0.579,0.004
4088,2,0.245,0.44,0.051,0.766,0.667,0.526,0.004
4089,2,0.252,0.44,0.054,0.787,0.667,0.504,0.004
4090,2,0.279,0.462,0.058,0.809,0.667,0.492,0.004
4091,2,0.226,0.454,0.065,0.83,0.667,0.51,0.004
4092,2,0.239,0.424,0.051,0.851,0.667,0.503,0.004
4093,2,0.306,0.389,0.043,0.872,0.667,0.468,0.003
4094,1,0.405,0.416,0.078,0.894,0.667,0.418,0.005
4095,2,0.38,0.429,0.05,0.915,0.667,0.37,0.003
4096,2,0.456,0.455,0.075,0.936,0.667,0.351,0.005
4097,2,0.476,0.464,0.07,0.957,0.667,0.338,0.005
4098,1,0.396,0.456,0.09,0.979,0.667,0.455,0.006
4099,1,0.371,0.432,0.081,1.0,0.667,0.456,0.006
4100,2,0.348,0.392,0.059,0.0,0.833,0.403,0.004
4101,2,0.333,0.34,0.06,0.021,0.833,0.369,0.004
4102,2,0.302,0.289,0.064,0.043,0.833,0.421,0.004
4103,2,0.393,0.24,0.059,0.064,0.833,0.385,0.004
4104,2,0.476,0.199,0.043,0.085,0.833,0.335,0.003
4105,2,0.512,0.175,0.043,0.106,0.833,0.288,0.003
4106,2,0.518,0.166,0.046,0.128,0.833,0.262,0.003
4107,2,0.581,0.165,0.045,0.149,0.833,0.246,0.003
4108,2,0.6,0.198,0.049,0.17,0.833,0.254,0.003
4109,2,0.522,0.235,0.049,0.191,0.833,0.283,0.003
4110,1,0.461,0.323,0.08,0.213,0.833,0.357,0.005
4111,1,0.476,0.413,0.09,0.234,0.833,0.44,0.006
4112,1,0.298,0.427,0.075,0.255,0.833,0.554,0.005
4113,1,0.204,0.475,0.094,0.277,0.833,0.635,0.007
4114,2,0.216,0.484,0.057,0.298,0.833,0.61,0.004
4115,1,0.245,0.497,0.076,0.319,0.833,0.597,0.005
4116,1,0.324,0.546,0.084,0.34,0.833,0.606,0.006
4117,1,0.341,0.565,0.084,0.362,0.833,0.608,0.006
4118,1,0.335,0.553,0.077,0.383,0.833,0.607,0.005
4119,1,0.303,0.544,0.077,0.404,0.833,0.608,0.005
4120,2,0.307,0.537,0.064,0.426,0.833,0.611,0.004
4121,2,0.319,0.532,0.071,0.447,0.833,0.608,0.005
4122,2,0.307,0.524,0.073,0.468,0.833,0.596,0.005
4123,1,0.325,0.518,0.074,0.489,0.833,0.589,0.005
4124,2,0.342,0.516,0.073,0.511,0.833,0.59,0.005
4125,1,0.284,0.513,0.078,0.532,0.833,0.587,0.005
4126,1,0.265,0.507,0.099,0.553,0.833,0.585,0.006
4127,2,0.268,0.494,0.068,0.574,0.833,0.568,0.005
4128,2,0.285,0.485,0.054,0.596,0.833,0.547,0.004
4129,2,0.286,0.487,0.064,0.617,0.833,0.535,0.004
4130,2,0.243,0.489,0.063,0.638,0.833,0.537,0.004
4131,2,0.278,0.485,0.059,0.66,0.833,0.536,0.004
4132,2,0.259,0.459,0.045,0.681,0.833,0.54,0.003
4133,2,0.318,0.453,0.044,0.702,0.833,0.535,0.003
4134,2,0.355,0.427,0.043,0.723,0.833,0.496,0.003
4135,2,0.413,0.41,0.043,0.745,0.833,0.461,0.003
4136,2,0.389,0.386,0.043,0.766,0.833,0.403,0.003
4137,2,0.461,0.394,0.043,0.787,0.833,0.384,0.003
4138,2,0.393,0.409,0.043,0.809,0.833,0.384,0.003
4139,2,0.333,0.4,0.044,0.83,0.833,0.419,0.003
4140,2,0.394,0.382,0.043,0.851,0.833,0.4,0.003
4141,2,0.393,0.353,0.043,0.872,0.833,0.382,0.003
4142,2,0.485,0.381,0.048,0.894,0.833,0.346,0.003
4143,2,0.55,0.407,0.044,0.915,0.833,0.313,0.003
4144,1,0.532,0.445,0.072,0.936,0.833,0.304,0.005
4145,1,0.513,0.457,0.066,0.957,0.833,0.291,0.004
4146,1,0.389,0.433,0.081,0.979,0.833,0.418,0.006
4147,2,0.441,0.417,0.059,1.0,0.833,0.417,0.004
4148,2,0.422,0.385,0.054,0.0,1.0,0.385,0.004
4149,2,0.436,0.323,0.047,0.021,1.0,0.344,0.003
4150,2,0.402,0.263,0.054,0.043,1.0,0.402,0.004
4151,2,0.395,0.223,0.061,0.064,1.0,0.372,0.004
4152,2,0.459,0.18,0.043,0.085,1.0,0.314,0.003
4153,2,0.55,0.153,0.041,0.106,1.0,0.259,0.003
4154,2,0.579,0.138,0.041,0.128,1.0,0.216,0.003
4155,2,0.595,0.131,0.036,0.149,1.0,0.201,0.002
4156,2,0.688,0.138,0.031,0.17,1.0,0.193,0.002
4157,2,0.694,0.151,0.04,0.191,1.0,0.204,0.003
4158,2,0.689,0.182,0.038,0.213,1.0,0.217,0.002
4159,2,0.66,0.217,0.039,0.234,1.0,0.246,0.003
4160,2,0.65,0.262,0.043,0.255,1.0,0.302,0.003
4161,2,0.645,0.323,0.045,0.277,1.0,0.353,0.003
4162,2,0.632,0.378,0.044,0.298,1.0,0.343,0.003
4163,2,0.623,0.412,0.051,0.319,1.0,0.357,0.003
4164,1,0.636,0.456,0.06,0.34,1.0,0.383,0.004
4165,2,0.635,0.466,0.051,0.362,1.0,0.384,0.003
4166,2,0.593,0.453,0.054,0.383,1.0,0.39,0.004
4167,2,0.604,0.441,0.052,0.404,1.0,0.388,0.003
4168,2,0.619,0.427,0.053,0.426,1.0,0.388,0.004
4169,2,0.62,0.412,0.046,0.447,1.0,0.364,0.003
4170,2,0.602,0.399,0.046,0.468,1.0,0.371,0.003
4171,2,0.645,0.385,0.044,0.489,1.0,0.36,0.003
4172,2,0.647,0.371,0.046,0.511,1.0,0.347,0.003
4173,2,0.621,0.353,0.044,0.532,1.0,0.337,0.003
4174,2,0.632,0.343,0.044,0.553,1.0,0.336,0.003
4175,2,0.62,0.331,0.044,0.574,1.0,0.315,0.003
4176,2,0.614,0.324,0.044,0.596,1.0,0.311,0.003
4177,2,0.617,0.321,0.044,0.617,1.0,0.305,0.003
4178,2,0.61,0.316,0.044,0.638,1.0,0.305,0.003
4179,2,0.602,0.321,0.044,0.66,1.0,0.317,0.003
4180,2,0.574,0.306,0.043,0.681,1.0,0.317,0.003
4181,2,0.575,0.319,0.044,0.702,1.0,0.328,0.003
4182,2,0.593,0.324,0.044,0.723,1.0,0.332,0.003
4183,2,0.588,0.325,0.044,0.745,1.0,0.318,0.003
4184,2,0.585,0.316,0.043,0.766,1.0,0.306,0.003
4185,2,0.626,0.325,0.044,0.787,1.0,0.29,0.003
4186,2,0.656,0.348,0.044,0.809,1.0,0.302,0.003
4187,2,0.602,0.353,0.045,0.83,1.0,0.334,0.003
4188,2,0.566,0.324,0.044,0.851,1.0,0.342,0.003
4189,2,0.601,0.307,0.044,0.872,1.0,0.315,0.003
4190,2,0.659,0.33,0.044,0.894,1.0,0.299,0.003
4191,2,0.669,0.328,0.044,0.915,1.0,0.278,0.003
4192,2,0.707,0.346,0.046,0.936,1.0,0.277,0.003
4193,2,0.625,0.329,0.044,0.957,1.0,0.274,0.003
4194,2,0.563,0.317,0.045,0.979,1.0,0.369,0.003
4195,2,0.521,0.283,0.044,1.0,1.0,0.377,0.003
4196,2,0.523,0.249,0.044,0.0,0.0,0.347,0.003
4197,2,0.524,0.22,0.042,0.021,0.0,0.316,0.003
4198,2,0.48,0.171,0.041,0.043,0.0,0.364,0.003
4199,2,0.564,0.152,0.041,0.064,0.0,0.344,0.003
4200,2,0.605,0.12,0.031,0.085,0.0,0.285,0.002
4201,2,0.689,0.099,0.03,0.106,0.0,0.244,0.002
4202,2,0.689,0.089,0.029,0.128,0.0,0.206,0.002
4203,2,0.707,0.08,0.027,0.149,0.0,0.177,0.001
4204,2,0.662,0.082,0.028,0.17,0.0,0.153,0.002
4205,2,0.691,0.086,0.033,0.191,0.0,0.146,0.002
4206,2,0.7,0.099,0.035,0.213,0.0,0.137,0.002
4207,2,0.689,0.128,0.038,0.234,0.0,0.149,0.002
4208,2,0.679,0.157,0.031,0.255,0.0,0.166,0.002
4209,2,0.689,0.206,0.042,0.277,0.0,0.209,0.003
4210,1,0.689,0.258,0.048,0.298,0.0,0.198,0.002
4211,1,0.689,0.302,0.051,0.319,0.0,0.213,0.002
4212,1,0.668,0.346,0.071,0.34,0.0,0.226,0.003
4213,1,0.694,0.376,0.05,0.362,0.0,0.243,0.003
4214,1,0.703,0.376,0.052,0.383,0.0,0.259,0.003
4215,1,0.703,0.366,0.046,0.404,0.0,0.268,0.003
4216,1,0.703,0.36,0.045,0.426,0.0,0.272,0.003
4217,1,0.703,0.353,0.045,0.447,0.0,0.268,0.003
4218,1,0.682,0.339,0.045,0.468,0.0,0.277,0.003
4219,1,0.7,0.329,0.045,0.489,0.0,0.27,0.003
4220,1,0.679,0.315,0.045,0.511,0.0,0.27,0.003
4221,1,0.681,0.299,0.045,0.532,0.0,0.258,0.003
4222,1,0.676,0.293,0.044,0.553,0.0,0.257,0.003
4223,1,0.648,0.279,0.044,0.574,0.0,0.245,0.003
4224,1,0.66,0.272,0.044,0.596,0.0,0.247,0.003
4225,1,0.671,0.274,0.045,0.617,0.0,0.245,0.003
4226,1,0.646,0.272,0.045,0.638,0.0,0.255,0.003
4227,1,0.659,0.275,0.045,0.66,0.0,0.27,0.003
4228,1,0.664,0.276,0.044,0.681,0.0,0.279,0.003
4229,1,0.639,0.295,0.044,0.702,0.0,0.294,0.003
4230,1,0.629,0.316,0.044,0.723,0.0,0.31,0.003
4231,1,0.645,0.328,0.044,0.745,0.0,0.298,0.003
4232,1,0.702,0.329,0.044,0.766,0.0,0.288,0.003
4233,1,0.706,0.35,0.045,0.787,0.0,0.282,0.003
4234,1,0.687,0.371,0.046,0.809,0.0,0.3,0.003
4235,1,0.607,0.374,0.054,0.83,0.0,0.338,0.004
4236,1,0.627,0.35,0.046,0.851,0.0,0.34,0.003
4237,1,0.643,0.317,0.044,0.872,0.0,0.313,0.003
4238,1,0.693,0.331,0.045,0.894,0.0,0.287,0.003
4239,1,0.703,0.327,0.044,0.915,0.0,0.247,0.003
4240,1,0.684,0.335,0.044,0.936,0.0,0.236,0.003
4241,1,0.667,0.323,0.044,0.957,0.0,0.242,0.003
4242,1,0.562,0.31,0.047,0.979,0.0,0.343,0.003
4243,1,0.576,0.286,0.044,1.0,0.0,0.356,0.003
4244,1,0.518,0.261,0.043,0.0,0.167,0.33,0.003
4245,1,0.494,0.232,0.044,0.021,0.167,0.313,0.003
4246,1,0.464,0.204,0.044,0.043,0.167,0.375,0.003
4247,2,0.513,0.172,0.043,0.064,0.167,0.354,0.003
4248,2,0.546,0.149,0.038,0.085,0.167,0.305,0.003
4249,2,0.642,0.135,0.037,0.106,0.167,0.264,0.002
4250,2,0.654,0.132,0.039,0.128,0.167,0.234,0.003
4251,2,0.667,0.138,0.035,0.149,0.167,0.216,0.002
4252,2,0.636,0.168,0.043,0.17,0.167,0.213,0.003
4253,1,0.608,0.201,0.045,0.191,0.167,0.234,0.003
4254,1,0.547,0.295,0.063,0.213,0.167,0.302,0.004
4255,1,0.485,0.386,0.082,0.234,0.167,0.378,0.006
4256,1,0.348,0.403,0.07,0.255,0.167,0.499,0.005
4257,1,0.309,0.465,0.101,0.277,0.167,0.596,0.007
4258,1,0.326,0.485,0.08,0.298,0.167,0.566,0.005
4259,1,0.327,0.491,0.064,0.319,0.167,0.554,0.004
4260,1,0.395,0.538,0.104,0.34,0.167,0.55,0.007
4261,1,0.401,0.561,0.101,0.362,0.167,0.547,0.007
4262,1,0.415,0.557,0.083,0.383,0.167,0.507,0.006
4263,1,0.38,0.547,0.094,0.404,0.167,0.54,0.006
4264,1,0.386,0.538,0.078,0.426,0.167,0.542,0.005
4265,1,0.364,0.527,0.082,0.447,0.167,0.568,0.005
4266,1,0.36,0.524,0.081,0.468,0.167,0.559,0.005
4267,1,0.37,0.522,0.084,0.489,0.167,0.546,0.006
4268,1,0.358,0.52,0.08,0.511,0.167,0.561,0.005
4269,1,0.35,0.518,0.087,0.532,0.167,0.564,0.006
4270,1,0.369,0.515,0.08,0.553,0.167,0.565,0.005
4271,1,0.379,0.51,0.096,0.574,0.167,0.557,0.006
4272,1,0.378,0.507,0.061,0.596,0.167,0.552,0.004
4273,1,0.388,0.511,0.079,0.617,0.167,0.546,0.005
4274,1,0.329,0.509,0.095,0.638,0.167,0.547,0.006
4275,1,0.316,0.512,0.073,0.66,0.167,0.553,0.005
4276,1,0.293,0.501,0.075,0.681,0.167,0.559,0.005
4277,2,0.305,0.496,0.055,0.702,0.167,0.555,0.004
4278,2,0.371,0.471,0.044,0.723,0.167,0.516,0.003
4279,2,0.408,0.453,0.044,0.745,0.167,0.473,0.003
4280,2,0.324,0.432,0.046,0.766,0.167,0.432,0.003
4281,2,0.342,0.427,0.044,0.787,0.167,0.41,0.003
4282,2,0.34,0.442,0.044,0.809,0.167,0.405,0.003
4283,2,0.283,0.438,0.048,0.83,0.167,0.442,0.003
4284,2,0.298,0.414,0.049,0.851,0.167,0.437,0.003
4285,2,0.343,0.375,0.043,0.872,0.167,0.419,0.003
4286,2,0.443,0.399,0.045,0.894,0.167,0.365,0.003
4287,2,0.492,0.412,0.043,0.915,0.167,0.325,0.003
4288,2,0.546,0.438,0.061,0.936,0.167,0.294,0.004
4289,1,0.511,0.454,0.073,0.957,0.167,0.298,0.005
4290,1,0.411,0.453,0.098,0.979,0.167,0.423,0.007
4291,1,0.443,0.439,0.087,1.0,0.167,0.435,0.006
4292,1,0.423,0.403,0.078,0.0,0.333,0.416,0.005
4293,1,0.386,0.346,0.067,0.021,0.333,0.385,0.004
4294,1,0.36,0.298,0.078,0.043,0.333,0.436,0.005
4295,2,0.41,0.245,0.066,0.064,0.333,0.404,0.004
4296,2,0.455,0.203,0.046,0.085,0.333,0.351,0.003
4297,2,0.518,0.18,0.038,0.106,0.333,0.301,0.003
4298,2,0.493,0.167,0.04,0.128,0.333,0.26,0.003
4299,2,0.528,0.172,0.048,0.149,0.333,0.243,0.003
4300,2,0.536,0.197,0.042,0.17,0.333,0.243,0.003
4301,2,0.619,0.238,0.055,0.191,0.333,0.269,0.004
4302,1,0.552,0.323,0.085,0.213,0.333,0.339,0.006
4303,1,0.493,0.403,0.085,0.234,0.333,0.416,0.006
4304,1,0.338,0.416,0.074,0.255,0.333,0.535,0.005
4305,1,0.355,0.468,0.091,0.277,0.333,0.609,0.006
4306,2,0.336,0.474,0.067,0.298,0.333,0.56,0.005
4307,1,0.32,0.477,0.081,0.319,0.333,0.546,0.005
4308,1,0.346,0.527,0.081,0.34,0.333,0.556,0.006
4309,1,0.329,0.545,0.081,0.362,0.333,0.561,0.005
4310,1,0.329,0.539,0.08,0.383,0.333,0.546,0.005
4311,1,0.304,0.532,0.081,0.404,0.333,0.557,0.005
4312,1,0.262,0.526,0.068,0.426,0.333,0.561,0.005
4313,2,0.338,0.522,0.059,0.447,0.333,0.523,0.004
4314,1,0.296,0.517,0.075,0.468,0.333,0.561,0.005
4315,1,0.295,0.52,0.08,0.489,0.333,0.56,0.005
4316,2,0.302,0.521,0.055,0.511,0.333,0.574,0.004
4317,2,0.296,0.519,0.055,0.532,0.333,0.574,0.004
4318,2,0.326,0.518,0.063,0.553,0.333,0.584,0.004
4319,1,0.265,0.507,0.066,0.574,0.333,0.588,0.005
4320,2,0.279,0.503,0.053,0.596,0.333,0.592,0.004
4321,2,0.298,0.507,0.055,0.617,0.333,0.586,0.004
4322,1,0.195,0.512,0.102,0.638,0.333,0.59,0.007
4323,1,0.211,0.514,0.081,0.66,0.333,0.595,0.006
4324,1,0.292,0.503,0.099,0.681,0.333,0.599,0.007
4325,2,0.379,0.495,0.044,0.702,0.333,0.588,0.003
4326,1,0.243,0.472,0.075,0.723,0.333,0.528,0.005
4327,2,0.274,0.451,0.058,0.745,0.333,0.485,0.004
4328,2,0.318,0.429,0.047,0.766,0.333,0.44,0.003
4329,2,0.419,0.421,0.044,0.787,0.333,0.424,0.003
4330,2,0.48,0.442,0.047,0.809,0.333,0.417,0.003
4331,2,0.315,0.447,0.06,0.83,0.333,0.448,0.004
4332,1,0.348,0.413,0.079,0.851,0.333,0.45,0.005
4333,2,0.32,0.383,0.053,0.872,0.333,0.425,0.004
4334,2,0.502,0.409,0.063,0.894,0.333,0.379,0.004
4335,2,0.444,0.415,0.057,0.915,0.333,0.34,0.004
4336,2,0.456,0.435,0.063,0.936,0.333,0.314,0.004
4337,1,0.471,0.458,0.072,0.957,0.333,0.305,0.005
4338,1,0.287,0.457,0.081,0.979,0.333,0.431,0.006
4339,1,0.322,0.436,0.077,1.0,0.333,0.432,0.005
4340,1,0.409,0.398,0.076,0.0,0.5,0.402,0.005
4341,1,0.458,0.341,0.072,0.021,0.5,0.357,0.005
4342,1,0.451,0.291,0.078,0.043,0.5,0.405,0.005
4343,1,0.513,0.241,0.071,0.064,0.5,0.379,0.005
4344,2,0.568,0.196,0.045,0.085,0.5,0.327,0.003
4345,2,0.565,0.169,0.043,0.106,0.5,0.283,0.003
4346,2,0.553,0.154,0.043,0.128,0.5,0.25,0.003
4347,2,0.589,0.158,0.043,0.149,0.5,0.229,0.003
4348,2,0.551,0.186,0.042,0.17,0.5,0.24,0.003
4349,2,0.539,0.224,0.045,0.191,0.5,0.256,0.003
4350,2,0.481,0.311,0.061,0.213,0.5,0.326,0.004
4351,1,0.439,0.397,0.067,0.234,0.5,0.4,0.004
4352,2,0.344,0.409,0.058,0.255,0.5,0.51,0.004
4353,1,0.303,0.452,0.093,0.277,0.5,0.595,0.006
4354,2,0.334,0.468,0.057,0.298,0.5,0.561,0.004
4355,1,0.238,0.484,0.083,0.319,0.5,0.571,0.006
4356,1,0.302,0.537,0.091,0.34,0.5,0.595,0.006
4357,1,0.303,0.555,0.087,0.362,0.5,0.601,0.006
4358,1,0.327,0.552,0.073,0.383,0.5,0.619,0.005
4359,2,0.336,0.547,0.057,0.404,0.5,0.627,0.004
4360,1,0.269,0.544,0.079,0.426,0.5,0.648,0.005
4361,1,0.282,0.542,0.079,0.447,0.5,0.653,0.005
4362,1,0.278,0.536,0.066,0.468,0.5,0.653,0.005
4363,1,0.246,0.531,0.066,0.489,0.5,0.669,0.005
4364,1,0.289,0.535,0.079,0.511,0.5,0.685,0.006
4365,1,0.291,0.539,0.107,0.532,0.5,0.704,0.007
4366,1,0.244,0.537,0.119,0.553,0.5,0.707,0.008
4367,1,0.213,0.537,0.102,0.574,0.5,0.715,0.008
4368,1,0.178,0.535,0.106,0.596,0.5,0.715,0.007
4369,1,0.253,0.541,0.124,0.617,0.5,0.722,0.009
4370,1,0.225,0.547,0.106,0.638,0.5,0.727,0.008
4371,1,0.224,0.545,0.107,0.66,0.5,0.726,0.008
4372,1,0.232,0.534,0.113,0.681,0.5,0.71,0.008
4373,1,0.261,0.515,0.088,0.702,0.5,0.684,0.006
4374,2,0.322,0.472,0.052,0.723,0.5,0.623,0.004
4375,2,0.395,0.461,0.051,0.745,0.5,0.576,0.003
4376,2,0.43,0.431,0.043,0.766,0.5,0.518,0.003
4377,2,0.473,0.429,0.043,0.787,0.5,0.495,0.003
4378,2,0.412,0.452,0.054,0.809,0.5,0.491,0.004
4379,2,0.324,0.456,0.059,0.83,0.5,0.505,0.004
4380,2,0.251,0.429,0.069,0.851,0.5,0.5,0.005
4381,2,0.336,0.392,0.045,0.872,0.5,0.47,0.003
4382,2,0.401,0.41,0.051,0.894,0.5,0.41,0.003
4383,2,0.433,0.424,0.067,0.915,0.5,0.365,0.005
